ingested_at_utc	doc_id	source_system	document_type	jurisdiction	title	doc_date	url	citation	entity_tags	status	extracted_from
20260215T163448Z	doc-govinfo-transcript-c771c1d91c83	govinfo_wssearch	congressional_record_transcript	US Congress	PUBLIC BILLS AND RESOLUTIONS	2025-09-02	https://www.govinfo.gov/content/pkg/CREC-2025-09-02/html/CREC-2025-09-02-pt1-PgH3756.htm	171 Cong. Rec. H3756  - PUBLIC BILLS AND RESOLUTIONS	jeffrey_epstein,ghislaine_maxwell,congressional_transcript	published	"govinfo_wssearch:""Ghislaine Maxwell"" collection:CREC"
20260215T163448Z	doc-govinfo-transcript-cf78b738c498	govinfo_wssearch	congressional_hearing_transcript	US Congress	Better Meals, Fewer Pills: Making Our Children Healthy Again	2025-09-09	https://www.govinfo.gov/content/pkg/CHRG-119hhrg61719/html/CHRG-119hhrg61719.htm	Serial No. 119-45 - Better Meals, Fewer Pills: Making Our Children Healthy Again	jeffrey_epstein,ghislaine_maxwell,congressional_transcript	published	"govinfo_wssearch:""Ghislaine Maxwell"" collection:CHRG"
20260215T163448Z	doc-govinfo-transcript-b66bdb2e75c0	govinfo_wssearch	congressional_record_transcript	US Congress	Jeffrey Epstein (Executive Session)	2025-09-09	https://www.govinfo.gov/content/pkg/CREC-2025-09-09/html/CREC-2025-09-09-pt1-PgS6445-2.htm	171 Cong. Rec. S6445  - Jeffrey Epstein (Executive Session)	jeffrey_epstein,ghislaine_maxwell,congressional_transcript	published	"govinfo_wssearch:""Jeffrey Epstein"" collection:CREC"
20260215T163448Z	doc-govinfo-transcript-a611ef03043f	govinfo_wssearch	congressional_record_transcript	US Congress	A LETTER FROM SURVIVORS OF JEFFREY EPSTEIN AND GHISLAINE MAXWELL	2025-09-18	https://www.govinfo.gov/content/pkg/CREC-2025-09-18/html/CREC-2025-09-18-pt1-PgH4420-3.htm	171 Cong. Rec. H4420  - A LETTER FROM SURVIVORS OF JEFFREY EPSTEIN AND GHISLAINE MAXWELL	jeffrey_epstein,ghislaine_maxwell,congressional_transcript	published	"govinfo_wssearch:""Jeffrey Epstein"" collection:CREC"
20260215T163448Z	doc-govinfo-pl119-38	govinfo	public_law	US Federal Law	Public Law 119-38	2025-11-19	https://www.govinfo.gov/link/plaw/119/public/38	Pub. L. 119-38	epstein_files_transparency_act	published	govinfo
20260215T163448Z	doc-govinfo-transcript-87369a54eb87	govinfo_wssearch	congressional_record_transcript	US Congress	JEFFREY EPSTEIN	2025-12-16	https://www.govinfo.gov/content/pkg/CREC-2025-12-16/html/CREC-2025-12-16-pt1-PgS8750.htm	171 Cong. Rec. S8750  - JEFFREY EPSTEIN	jeffrey_epstein,ghislaine_maxwell,congressional_transcript	published	"govinfo_wssearch:""Jeffrey Epstein"" collection:CREC"
20260215T163448Z	doc-recap-4320e95df51d	courtlistener_recap	pacer_recap_document	District Court, S.D. New York	Maxwell v. United States - Exhibit 3	2025-12-17	https://www.courtlistener.com/docket/72049470/1/3/maxwell-v-united-states/	1:25-cv-10464 entry 1 doc 1	jeffrey_epstein,ghislaine_maxwell,pacer,recap	available	courtlistener_recap:Ghislaine Maxwell
20260215T163448Z	doc-recap-00986069822e	courtlistener_recap	pacer_recap_document	District Court, S.D. New York	Maxwell v. United States - Exhibit 6	2025-12-17	https://www.courtlistener.com/docket/72049470/1/6/maxwell-v-united-states/	1:25-cv-10464 entry 1 doc 1	jeffrey_epstein,ghislaine_maxwell,pacer,recap	available	courtlistener_recap:Ghislaine Maxwell
20260215T163448Z	doc-recap-b7927f87d53a	courtlistener_recap	pacer_recap_document	District Court, S.D. New York	Maxwell v. United States - Motion to Vacate/Set Aside/Correct Sentence (2255)	2025-12-17	https://www.courtlistener.com/docket/72049470/1/maxwell-v-united-states/	1:25-cv-10464 entry 1 doc 1	jeffrey_epstein,ghislaine_maxwell,pacer,recap	available	courtlistener_recap:Ghislaine Maxwell
20260215T163448Z	doc-govinfo-transcript-748ff468f3e8	govinfo_wssearch	congressional_record_transcript	US Congress	Jeffrey Epstein (Executive Session)	2026-01-06	https://www.govinfo.gov/content/pkg/CREC-2026-01-06/html/CREC-2026-01-06-pt1-PgS21.htm	172 Cong. Rec. S21  - Jeffrey Epstein (Executive Session)	jeffrey_epstein,ghislaine_maxwell,congressional_transcript	published	"govinfo_wssearch:""Jeffrey Epstein"" collection:CREC"
20260215T163448Z	doc-recap-e58c10b2d148	courtlistener_recap	pacer_recap_document	District Court, S.D. Florida	Doe v. Estate of Jeffrey Epstein - Summon(s)	2026-01-22	https://www.courtlistener.com/docket/72177563/1/2/doe-v-estate-of-jeffrey-epstein/	9:26-cv-80078 entry 1 doc 1	jeffrey_epstein,ghislaine_maxwell,pacer,recap	unavailable	courtlistener_recap:Jeffrey Epstein
20260215T163448Z	doc-recap-31328936be79	courtlistener_recap	pacer_recap_document	District Court, S.D. Florida	Doe v. Estate of Jeffrey Epstein - Summon(s)	2026-01-22	https://www.courtlistener.com/docket/72177563/1/4/doe-v-estate-of-jeffrey-epstein/	9:26-cv-80078 entry 1 doc 1	jeffrey_epstein,ghislaine_maxwell,pacer,recap	unavailable	courtlistener_recap:Jeffrey Epstein
20260215T163448Z	doc-recap-db2c7f606478	courtlistener_recap	pacer_recap_document	District Court, S.D. Florida	Doe v. Estate of Jeffrey Epstein - Complaint	2026-01-22	https://www.courtlistener.com/docket/72177563/1/doe-v-estate-of-jeffrey-epstein/	9:26-cv-80078 entry 1 doc 1	jeffrey_epstein,ghislaine_maxwell,pacer,recap	available	courtlistener_recap:Jeffrey Epstein
20260215T163448Z	doc-recap-0896edea1a77	courtlistener_recap	pacer_recap_document	District Court, S.D. New York	Castro v. Omta Tech Inc. - Notice of Appearance	2026-01-29	https://www.courtlistener.com/docket/72116553/16/castro-v-omta-tech-inc/	1:26-cv-00133 entry 16 doc 16	jeffrey_epstein,ghislaine_maxwell,pacer,recap	unavailable	courtlistener_recap:Jeffrey Epstein
20260215T163448Z	doc-doj-opa-35m-pages	justice_opa	agency_release	US DOJ	Department of Justice publishes 3.5 million responsive pages in compliance with Epstein files law	2026-01-30	https://www.justice.gov/opa/pr/department-justice-publishes-35-million-responsive-pages-compliance-epstein-files	DOJ OPA	doj,epstein_files	published	justice_opa
20260215T163448Z	doc-house-hearing-oversight-doj-2026	house_judiciary	congressional_hearing	US Congress	Oversight of the U.S. Department of Justice	2026-02-11	https://judiciary.house.gov/committee-activity/hearings/oversight-us-department-justice-5	House Judiciary Hearing	pam_bondi,doj,epstein_files	published	house_judiciary
20260215T163448Z	doc-house-hearing-video-4aa726fa0c85	house_judiciary	hearing_video	US Congress	Oversight of the U.S. Department of Justice (Video)	2026-02-11	https://www.youtube.com/watch?v=y-a21mymUrE	House Judiciary YouTube Stream	pam_bondi,doj,epstein_files	published	house_judiciary
20260215T163448Z	doc-govinfo-transcript-d2204fbbbd6e	govinfo_wssearch	congressional_record_transcript	US Congress	SUBMISSION OF CONCURRENT AND SENATE RESOLUTIONS	2026-02-12	https://www.govinfo.gov/content/pkg/CREC-2026-02-12/html/CREC-2026-02-12-pt1-PgS610.htm	172 Cong. Rec. S610  - SUBMISSION OF CONCURRENT AND SENATE RESOLUTIONS	jeffrey_epstein,ghislaine_maxwell,congressional_transcript	published	"govinfo_wssearch:""Jeffrey Epstein"" collection:CREC"
20260215T163448Z	doc-govinfo-transcript-f78a7e0b748b	govinfo_wssearch	congressional_record_transcript	US Congress	SENATE RESOLUTION 608--EXPRESSING THE SENSE OF THE SENATE THAT GHISLAINE MAXWELL SHOULD NOT BE GRANTED A PRESIDENTIAL PARDON OR ANY FORM OF CLEMENCY FOR HER CRIMES WITH JEFFREY EPSTEIN RELATING TO...	2026-02-12	https://www.govinfo.gov/content/pkg/CREC-2026-02-12/html/CREC-2026-02-12-pt1-PgS613.htm	172 Cong. Rec. S613  - SENATE RESOLUTION 608--EXPRESSING THE SENSE OF THE SENATE THAT GHISLAINE MAXWELL SHOULD NOT BE...	jeffrey_epstein,ghislaine_maxwell,congressional_transcript	published	"govinfo_wssearch:""Jeffrey Epstein"" collection:CREC"
